id,sexo,edad,nivel_esc,esc_cve,lenguaje,cognitivas,sociales,tecnicas,puesto,trabajos_n,palabras_n,validaciones_n,contactos_n,rimbo_n,sostenimiento,experiencia,atractivo,confiable
4223,1,31,2,460,0,2,2,0,4,7,136,0,51,1,1,1,4,1
4224,2,30,1,460,1,0,2,1,4,10,142,31,500,2,1,0,4,1
4225,2,30,2,460,1,0,0,1,4,11,154,64,300,0,1,0,1,0
4226,1,30,2,460,1,7,3,0,4,12,121,90,500,1,1,0,4,1
4227,2,35,1,460,1,11,2,1,2,10,67,22,278,0,1,0,2,0
4228,1,36,1,460,1,3,1,0,4,14,150,129,500,0,1,0,1,0
4229,1,35,2,460,0,5,2,3,3,14,151,0,500,0,1,0,1,0
4230,2,34,2,1470,1,4,9,1,1,20,269,34,500,4,0,0,4,1
4231,1,36,2,460,1,4,5,4,4,12,178,48,233,1,1,1,3,1
4233,1,32,2,460,0,0,3,4,4,10,266,3,234,1,1,0,3,1
4234,1,32,1,460,1,4,0,0,2,12,19,0,148,0,1,0,4,1
4236,1,47,1,460,1,5,2,1,4,20,146,60,500,0,1,0,1,0
4237,1,35,1,460,1,10,3,1,4,14,134,52,500,2,1,1,3,1
4239,1,36,1,2020,1,3,4,0,4,5,148,0,3,0,1,0,4,1
4240,1,31,2,2020,1,6,0,3,4,10,131,1,278,1,1,1,3,1
4241,2,34,1,2020,1,2,2,1,1,9,42,2,327,0,1,0,2,0
4242,1,35,2,2020,1,2,0,0,4,10,78,41,500,0,1,0,3,0
4243,1,35,1,2020,1,1,4,0,1,8,228,0,45,1,1,0,5,1
4244,2,35,1,2020,1,0,0,0,3,10,14,2,468,0,1,0,4,1
4245,1,32,1,2020,1,2,2,0,4,10,172,35,89,3,1,1,4,1
4246,1,30,1,2020,1,2,2,0,3,9,72,150,32,0,1,0,3,0
4247,1,31,2,2020,1,0,0,0,4,14,72,4,200,1,1,1,4,1
4248,1,34,2,2020,1,0,0,1,4,7,110,110,212,2,1,0,3,1
4249,2,35,2,2020,1,3,1,1,3,14,95,2,500,0,1,0,4,1
4250,1,33,2,2020,1,4,4,3,4,24,241,409,500,4,1,0,4,0
4257,1,34,1,147,1,5,1,0,3,10,109,95,492,1,1,1,5,1
4258,2,34,1,1024,1,5,0,0,4,14,168,208,500,3,0,1,3,0
4260,2,32,2,2185,1,0,5,0,2,14,98,6,500,0,0,0,2,0
4261,2,31,2,2185,1,3,8,2,4,13,161,242,500,0,0,0,1,0
4262,2,32,1,2185,1,3,2,1,1,18,98,0,500,1,0,1,2,0
4263,2,30,2,2185,1,4,2,2,4,4,59,0,73,0,0,0,1,0
4264,2,33,1,2185,1,0,8,2,1,17,44,0,500,0,0,0,2,0
4265,2,33,1,2185,1,11,6,1,4,16,253,120,500,0,0,1,4,1
4266,2,32,2,2185,1,1,1,5,1,12,133,4,139,2,0,0,4,1
4267,1,29,1,1667,1,8,1,2,2,24,286,38,248,1,0,0,2,0
4269,2,33,2,712,1,0,3,0,2,10,40,12,500,0,1,0,3,1
4270,1,32,1,3368,1,9,10,2,4,20,185,0,277,0,1,1,3,1
4271,1,27,1,1635,1,7,3,1,4,10,115,56,500,0,0,0,4,1
4273,2,31,2,147,1,0,9,1,2,24,107,42,500,0,1,0,1,0
4276,2,31,1,66,1,5,4,3,4,8,139,78,400,0,0,0,3,0
4278,2,31,1,66,1,12,7,0,4,9,163,26,500,1,0,0,2,0
4279,2,32,1,147,1,0,0,0,4,4,17,1,169,0,1,0,4,1
4280,2,32,1,66,1,0,0,0,2,8,73,0,98,0,0,0,3,0
4281,1,31,1,66,1,9,3,4,1,13,122,171,435,0,0,0,1,0
4282,1,33,2,66,1,4,1,3,3,14,295,71,430,0,0,1,4,1
4283,2,33,2,66,1,8,3,0,4,14,420,0,107,0,0,0,4,1
4285,2,30,2,2732,1,5,3,1,4,12,132,263,500,0,0,0,1,0
4287,2,33,1,2732,1,6,3,1,4,8,197,0,204,0,0,1,3,0
4288,1,32,2,2732,1,0,1,2,4,11,70,17,203,0,0,0,1,0
4289,2,29,1,2732,0,1,0,0,4,18,89,0,500,0,0,1,2,0
4290,2,30,2,2732,1,0,4,0,3,10,33,4,500,0,0,0,3,1
4291,2,30,2,2732,1,0,4,0,4,10,20,0,500,0,0,0,1,0
4292,2,29,2,2732,0,2,2,4,3,0,285,0,183,0,0,0,1,0
4293,2,34,2,2732,1,0,5,2,4,9,34,5,156,0,0,0,3,0
4294,2,31,2,2732,0,0,2,3,1,10,59,0,237,1,0,1,2,0
4295,2,29,2,2732,1,7,5,1,4,18,76,0,315,0,0,1,3,0
4297,2,30,1,2732,1,2,1,2,4,8,102,0,19,1,0,0,2,0
4298,2,33,2,712,1,4,7,4,2,17,80,31,500,1,1,0,2,0
4299,1,35,1,3485,1,5,5,5,4,18,143,55,398,0,1,0,3,1
4300,1,39,1,289,1,3,0,1,4,18,73,32,500,0,0,0,5,1
4301,2,30,1,2958,1,7,4,0,4,6,387,0,42,0,1,0,2,0
4302,2,32,1,461,1,5,1,0,4,10,95,0,167,0,1,1,5,1
4304,1,35,1,460,1,6,7,2,3,22,250,122,500,1,1,1,5,1
4305,1,29,1,2732,0,13,8,4,4,22,117,0,500,2,0,1,4,1
4306,2,36,1,3485,1,3,2,1,4,26,135,51,393,1,1,0,4,0
4307,2,32,1,2947,1,3,0,1,4,14,56,43,449,0,1,0,1,0
4308,2,30,2,2948,0,0,0,0,4,10,33,0,119,0,1,0,2,0
4309,1,31,1,2948,1,0,0,0,4,9,21,0,188,0,1,0,3,0
4310,2,32,1,2948,1,3,2,1,4,16,104,27,500,0,1,0,4,1
4311,2,35,1,2958,1,7,2,1,4,10,77,0,227,0,1,1,3,0
4312,1,30,2,2948,0,7,2,0,4,4,328,0,213,0,1,0,1,0
4313,1,30,1,1453,1,0,3,0,3,20,126,6,208,0,1,0,4,1
4314,2,35,1,3485,1,7,2,4,4,6,125,68,159,0,1,0,5,1
4316,1,34,2,3103,1,5,0,1,2,10,178,92,500,0,0,1,3,0
4317,1,33,2,3103,1,0,2,0,3,10,18,0,209,0,0,0,3,0
4318,1,29,2,3103,1,2,2,2,4,10,169,0,37,0,0,0,3,0
4319,1,29,2,3103,1,1,5,0,4,4,270,34,369,0,0,1,3,0
4320,1,31,2,3103,1,5,1,0,4,10,143,280,500,0,0,0,3,1
4321,2,34,2,3103,1,0,0,0,4,9,70,48,132,0,0,0,3,1
4322,1,32,2,3103,1,0,2,1,4,10,153,0,500,0,0,0,2,0
4323,2,32,2,3103,1,0,2,2,4,5,25,0,500,0,0,0,3,1
4324,1,32,2,3103,1,6,6,2,2,10,332,110,331,0,0,1,2,0
4326,2,31,1,3103,1,5,1,1,4,8,49,0,115,0,0,0,2,0
4327,1,34,1,3103,1,5,7,1,4,10,118,0,446,0,0,1,4,0
4328,1,34,1,3158,1,5,1,0,2,10,60,45,171,0,1,0,3,0
4329,2,28,2,3103,1,6,2,1,4,2,72,25,192,0,0,0,4,1
4330,1,34,1,3145,1,6,3,2,3,10,185,102,500,0,1,0,2,0
4331,1,36,1,460,1,11,3,1,4,10,140,20,500,0,1,1,4,1
4332,1,32,2,1453,1,2,1,0,2,10,74,0,126,0,1,0,3,0
4333,2,29,2,712,1,7,3,2,4,15,161,218,500,0,1,1,3,0
4334,2,34,2,3119,1,0,1,0,4,2,26,0,73,0,0,0,2,0
4335,1,29,2,1945,1,6,4,0,4,10,68,0,500,0,0,1,2,0
4336,1,33,1,1945,1,6,5,2,4,16,125,6,500,0,0,0,3,1
4337,2,32,2,1945,1,9,7,3,4,10,93,36,500,0,0,0,3,1
4338,2,22,1,708,1,3,0,1,2,9,29,0,366,0,1,0,3,0
4339,2,35,2,2281,0,2,0,1,4,8,65,0,32,1,0,1,4,0
4340,2,30,1,2281,1,2,2,0,4,12,56,0,198,0,0,0,5,1
4341,1,36,2,2281,1,2,3,0,4,1,15,0,26,0,0,0,3,1
4342,1,35,1,2281,1,2,1,1,4,8,359,39,347,0,0,0,5,1
4343,1,31,1,2281,1,2,5,0,4,0,194,0,33,0,0,1,3,0
4344,1,33,1,2281,1,2,6,1,4,10,145,32,148,0,0,0,5,1
4345,2,35,1,2281,1,3,5,2,4,10,51,0,55,0,0,1,3,1
4346,2,35,1,2281,1,12,8,1,4,16,170,110,500,0,0,0,4,1
4347,1,33,1,2281,0,0,2,1,4,10,37,0,123,1,0,0,2,0
4348,2,22,2,2281,1,3,2,1,4,6,88,0,307,0,0,0,5,1
4349,2,34,2,2281,1,0,2,2,3,7,32,0,60,0,0,0,5,1
4350,2,35,2,2281,1,2,4,2,4,13,131,105,329,0,0,0,4,1
4351,1,34,2,2281,1,0,4,0,4,7,45,20,53,0,0,0,5,1
4352,1,33,2,2281,1,0,0,0,2,6,54,0,37,0,0,1,5,1
4353,1,30,2,2281,1,1,5,1,1,6,265,21,174,0,0,0,4,1
4354,2,38,2,2281,1,0,1,1,4,14,136,122,328,0,0,1,5,1
4355,2,34,2,1463,1,3,7,0,3,9,138,554,500,0,0,0,4,1
4356,2,33,2,1280,1,6,2,1,1,10,72,45,500,0,1,0,4,1
4357,2,32,2,1463,1,12,8,5,4,8,208,10,500,0,0,0,4,1
4358,2,31,1,1463,1,5,4,1,4,4,71,6,500,0,0,0,4,1
4359,1,36,2,1463,1,3,3,2,4,3,84,24,203,2,0,1,4,1
4360,2,36,1,1463,1,4,1,0,4,10,120,62,365,1,0,1,4,1
4361,1,33,2,1463,1,5,8,3,4,0,137,74,308,0,0,0,5,1
4362,1,35,1,1463,1,0,0,1,2,10,24,0,39,0,0,0,3,0
4363,2,36,1,1463,1,5,4,1,4,12,157,58,500,0,0,1,3,1
4365,2,32,2,1463,1,3,2,2,4,10,49,7,500,0,0,1,3,0
4366,2,31,2,1463,1,3,2,5,3,10,304,72,500,0,0,0,2,0
4367,1,34,2,1771,1,4,3,1,2,10,107,17,500,0,1,0,2,0
4368,2,31,2,1463,1,3,4,1,4,4,33,23,500,0,0,0,4,1
4369,2,30,2,1519,1,3,5,2,2,13,84,37,500,0,0,0,3,0
4370,1,36,2,1463,1,0,2,2,2,8,21,0,55,0,0,0,4,0
4371,2,30,1,1463,1,1,2,0,4,16,86,14,183,0,0,0,2,0
4372,1,30,1,1463,1,0,1,1,4,14,114,16,398,0,0,0,4,1
4373,2,32,2,1463,1,3,8,0,4,10,198,62,500,1,0,1,4,1
4374,1,36,1,1463,1,3,1,0,4,16,66,1,61,0,0,0,3,1
4375,2,36,2,1463,1,6,8,0,2,12,419,0,369,0,0,0,3,0
4376,2,36,2,1463,1,0,1,0,2,10,29,12,203,0,0,0,3,1
4377,2,31,2,1623,1,3,4,2,4,10,53,0,27,0,0,0,4,1
4379,2,32,1,712,1,2,0,0,4,6,62,8,237,0,1,1,4,1
4380,1,33,1,1635,1,0,3,0,2,10,152,49,443,0,0,0,4,1
4381,2,31,2,1623,1,0,5,1,4,5,49,6,500,0,0,0,4,1
4384,2,32,1,627,1,0,0,0,1,11,9,0,172,0,0,0,2,0
4385,1,33,2,1623,1,2,1,1,4,16,185,96,500,3,0,1,3,1
4386,1,32,2,1623,0,0,1,0,4,14,252,0,500,0,0,0,3,1
4387,1,30,2,1623,0,3,2,4,4,13,200,128,500,0,0,0,3,1
4388,2,40,2,1623,1,9,9,2,2,14,166,192,500,0,0,0,4,1
4389,2,30,2,1623,1,4,10,3,4,14,213,60,252,2,0,1,4,1
4390,1,34,2,1623,1,6,9,2,4,14,130,84,500,0,0,1,4,1
4391,2,34,2,1623,0,7,6,3,4,14,98,38,500,0,0,0,3,1
4393,1,33,2,2169,1,4,7,0,2,10,260,55,425,4,0,1,5,1
4395,1,33,1,114,1,4,11,3,3,20,338,15,500,0,0,1,3,0
4396,1,30,1,66,1,8,8,0,4,10,112,12,177,0,0,0,4,1
4397,1,30,1,1784,1,4,0,3,4,10,414,0,103,1,1,1,3,0
4398,1,34,1,1771,1,0,0,2,4,9,66,22,500,0,1,0,2,0
4399,2,34,1,2557,1,3,1,1,4,14,313,0,95,1,1,1,4,1
4400,1,31,1,2557,1,9,6,2,4,10,85,0,60,1,1,0,3,0
4401,2,40,1,1649,1,2,0,2,2,10,121,0,26,0,0,0,2,0
4402,1,34,2,1649,1,2,2,0,4,5,54,5,109,0,0,1,3,0
4403,2,35,2,2609,0,6,4,3,4,6,75,0,174,3,1,1,4,1
4404,2,32,2,2609,1,2,6,0,4,10,28,2,247,0,1,0,1,0
4405,1,30,2,2609,0,0,3,0,4,8,88,0,32,0,1,1,4,1
4406,1,30,2,2609,1,2,0,1,4,4,127,0,19,0,1,0,2,0
4407,2,32,2,2609,1,3,5,0,4,8,155,63,158,2,1,1,4,0
4408,2,31,2,2609,1,1,0,0,4,10,94,128,500,0,1,0,4,1
4409,1,31,2,2609,1,0,0,0,4,10,180,265,500,0,1,0,5,1
4410,1,31,2,2609,1,0,2,1,4,2,190,0,56,0,1,0,4,0
4411,1,28,2,2609,1,2,0,0,4,10,29,9,428,0,1,0,3,1
4412,2,30,2,2609,1,5,2,0,4,12,116,64,150,0,1,0,4,1
4413,1,33,1,853,1,6,4,1,4,14,149,0,83,1,1,1,4,1
4414,1,35,2,632,1,5,8,2,4,10,154,8,500,0,0,0,1,1
4415,2,35,2,632,1,0,0,2,4,6,28,0,200,0,0,1,4,0
4416,2,35,1,632,1,8,1,2,4,14,221,170,384,0,0,0,3,1
4418,1,35,1,632,1,3,2,2,4,8,89,15,225,2,0,1,5,1
4419,1,32,1,632,0,0,0,0,4,23,16,0,500,0,0,0,2,0
4420,2,35,1,632,1,3,1,5,2,0,318,6,158,0,0,0,3,0
4421,2,33,2,632,0,2,3,2,2,8,59,24,428,0,0,0,1,0
4422,2,33,2,632,1,11,7,2,4,10,137,176,500,3,0,1,5,1
4423,1,30,1,632,1,3,1,1,2,12,58,15,282,0,0,0,2,0
4424,2,33,1,710,1,7,7,2,4,8,127,24,321,0,1,0,4,1
4425,1,31,2,640,1,0,2,1,4,10,165,72,371,0,0,1,4,1
4426,2,30,2,632,1,7,8,1,1,16,314,0,154,1,0,0,4,1
4427,2,32,2,632,1,8,4,0,4,10,300,0,500,1,0,0,5,1
4428,1,36,2,632,0,2,9,5,3,11,29,50,500,0,0,0,4,1
4430,1,31,2,3025,1,2,0,0,4,10,73,6,324,1,1,1,4,1
4431,1,33,2,3369,1,7,3,7,4,14,84,90,242,0,1,0,4,1
4432,1,34,2,349,1,2,0,3,4,10,132,46,172,0,1,1,4,1
4433,1,31,2,369,1,0,2,2,4,8,172,26,109,2,1,1,3,0
4434,1,35,2,710,1,8,2,12,4,10,319,0,500,2,1,0,3,1
4435,1,33,1,659,1,3,0,2,4,10,133,115,359,0,0,0,4,1
4436,1,33,2,1623,1,3,5,1,4,14,197,88,388,2,0,1,5,1
4437,1,32,2,659,1,4,2,1,4,6,42,2,500,1,0,1,4,1
4440,1,33,1,1759,1,1,1,0,4,10,56,2,37,0,1,0,5,1
4443,1,34,2,1759,0,0,0,1,4,8,68,0,86,0,1,0,5,1
4446,1,31,2,1759,1,0,0,0,2,10,167,0,138,0,1,0,4,1
4447,1,34,2,1759,1,6,5,1,2,10,138,154,236,0,1,0,2,1
4448,1,36,2,1759,1,0,1,0,4,4,69,0,49,0,1,0,4,1
4451,1,33,2,1759,1,0,0,1,4,6,125,6,273,0,1,1,4,1
4452,2,36,2,1759,1,0,4,1,4,10,77,10,190,0,1,0,1,0
4454,1,33,2,1759,1,3,1,5,4,8,116,0,22,0,1,0,2,0
4455,1,35,2,808,1,0,1,0,4,10,28,2,172,0,1,0,3,0
4456,1,31,2,2950,1,2,2,0,4,8,70,14,66,0,1,0,4,0
4457,2,35,1,2950,1,0,0,1,4,14,152,0,500,2,1,0,2,0
4458,1,32,1,2950,1,0,0,0,4,10,21,12,500,0,1,0,2,1
4459,1,34,2,2950,1,0,5,1,4,4,178,80,202,2,1,1,4,1
4460,2,34,1,2950,1,7,7,2,4,9,182,56,829,0,1,0,3,0
4461,1,32,2,2950,1,2,3,6,4,14,116,80,500,0,1,0,4,1
4462,2,32,1,2950,1,6,3,0,4,10,56,14,500,0,1,0,3,1
4463,1,31,2,2950,1,3,2,1,2,12,85,0,132,0,1,0,2,0
4464,1,33,2,808,1,2,3,0,4,7,156,38,162,0,1,1,3,0
4465,1,33,2,2950,1,0,1,1,4,10,64,56,135,0,1,0,2,1
4466,1,35,2,2950,1,3,1,0,2,14,20,8,470,0,1,0,2,1
4467,1,30,2,2950,1,0,0,5,4,4,185,46,95,4,1,1,3,0
4468,2,33,1,2422,1,1,6,1,4,10,186,6,89,0,0,0,2,0
4469,1,34,1,627,1,0,1,0,4,10,103,16,254,1,0,1,5,1
4470,1,35,1,2422,1,7,4,1,1,16,170,134,500,4,0,1,3,0
4471,1,34,2,2422,1,6,1,0,2,11,84,74,500,0,0,0,1,0
4472,1,32,1,2422,0,9,7,3,2,14,328,12,438,3,0,1,4,0
4474,2,30,2,2422,1,7,0,1,4,10,199,472,500,0,0,1,4,1
4475,2,32,2,2422,1,7,11,5,4,20,169,90,500,2,0,1,2,1
4476,2,34,1,2422,1,3,6,0,2,11,103,36,500,2,0,1,3,1
4477,2,31,2,2422,1,4,4,1,4,12,149,0,500,1,0,0,3,0
4478,2,31,2,2422,1,2,6,0,2,10,283,6,500,2,0,0,2,1
4479,2,36,1,2422,1,5,3,2,2,10,107,314,500,2,0,1,4,1
4480,1,36,1,2422,1,9,12,4,2,11,207,112,500,3,0,1,3,1
4481,1,31,1,2958,1,4,4,2,4,8,313,0,74,0,1,0,2,0
4482,2,34,2,2958,1,0,2,6,1,10,168,68,370,0,1,0,3,1
4483,2,30,2,2958,1,0,3,0,4,9,15,0,279,0,1,0,2,1
4484,2,33,2,2958,1,4,4,2,4,12,62,33,500,0,1,0,1,0
4485,1,35,2,2958,1,8,7,2,2,12,297,72,140,1,1,1,5,1
4487,2,33,2,651,1,2,2,1,4,18,258,94,273,2,0,1,4,1
4490,2,36,2,712,1,2,1,1,4,5,109,0,130,0,1,1,3,0
4491,1,35,1,514,1,6,4,1,4,10,107,106,500,0,0,0,3,1
4492,2,31,2,651,1,3,1,0,4,10,42,12,500,0,0,0,1,0
4493,2,32,2,651,1,0,1,2,4,8,216,16,58,0,0,1,3,0
4494,1,40,2,3462,1,2,2,1,1,8,292,9,33,0,0,1,3,1
4495,2,41,2,3462,1,0,2,1,4,6,20,5,279,0,0,0,4,1
4496,2,32,2,3462,1,7,8,1,4,14,151,83,500,0,0,0,1,0
4498,2,35,2,3462,1,7,3,1,4,9,99,21,155,0,0,0,4,1
4499,2,32,2,3462,1,0,4,4,4,10,139,110,295,0,0,0,3,1
4501,1,31,2,1635,1,2,3,0,2,10,286,6,317,2,0,1,1,0
4502,2,33,2,3462,1,8,3,1,4,10,170,24,380,0,0,0,3,1
1,2,32,1,627,1,5,2,2,2,9,142,4,500,3,0,1,4,1
2,1,36,1,2169,0,0,2,0,4,8,68,52,500,1,0,1,3,1
3,2,33,1,2169,0,6,16,2,4,4,166,64,500,3,0,1,4,1
4,1,31,1,651,1,4,4,1,2,2,31,18,500,0,0,0,4,1
5,1,32,1,2169,0,9,8,1,4,2,107,305,500,0,0,0,1,0
7,2,33,1,627,0,5,6,1,2,7,29,23,500,0,0,0,1,0
9,2,32,1,803,0,20,20,6,4,10,356,74,500,7,1,0,4,1
11,2,31,1,632,0,3,6,2,2,6,3,117,500,0,0,0,4,1
12,2,32,1,1024,0,10,17,4,4,8,162,234,500,4,0,1,5,1
16,1,31,1,2169,1,5,5,1,4,2,48,12,500,0,0,0,4,1
17,2,31,1,2169,0,14,11,3,2,9,84,111,500,1,0,0,2,1
20,2,32,1,712,0,0,0,3,4,5,104,117,500,1,1,0,3,1
21,1,34,1,645,1,6,10,0,1,10,167,132,500,4,0,1,5,1
23,1,34,1,2169,0,6,2,7,4,5,134,201,500,1,0,1,5,1
24,1,30,2,2169,0,16,12,3,4,13,249,72,500,15,0,1,5,1
27,1,31,1,2169,1,3,7,1,2,5,81,76,500,0,0,0,3,1
28,1,36,2,1453,1,4,4,1,4,5,108,14,96,2,1,1,4,1
29,1,31,1,1771,1,0,1,1,4,3,77,0,4,0,1,1,4,1
31,2,32,1,147,1,3,0,1,4,4,70,26,149,0,1,0,3,0
32,2,35,2,712,1,2,2,1,4,5,180,43,88,0,1,1,3,0
33,2,32,1,1635,0,9,7,4,4,5,51,9,85,0,0,0,2,1
34,2,32,1,2829,1,0,4,1,3,5,72,15,130,0,1,0,4,1
37,2,28,1,3400,0,0,0,0,4,4,7,0,213,0,1,0,1,1
40,2,33,2,2557,1,2,3,1,2,4,94,2,225,0,1,0,3,1
41,2,33,2,2422,1,0,7,0,4,7,34,15,189,0,0,0,2,1
42,1,30,1,2213,0,0,0,0,4,0,15,0,447,0,1,0,2,0
43,2,33,2,1453,0,3,6,2,4,6,91,68,500,0,1,1,3,0
44,1,31,2,2557,1,0,0,0,4,2,5,1,130,0,1,0,2,0
45,1,33,1,2213,0,10,8,4,2,8,43,0,295,5,1,1,5,1
46,2,31,1,2959,1,7,5,3,4,7,123,54,411,0,1,0,2,1
47,2,31,2,2169,1,2,3,0,1,4,14,0,500,0,0,0,1,1
48,1,33,1,2402,1,3,1,1,4,6,83,109,500,0,0,0,3,1
50,1,30,1,1024,0,4,3,3,4,10,66,83,500,0,0,1,2,0
51,2,32,1,627,0,0,1,0,2,3,7,0,500,0,0,0,1,0
52,1,32,1,2169,0,9,12,6,4,11,165,267,500,4,0,0,5,1
53,2,32,1,2213,1,5,6,1,4,9,69,16,500,0,1,1,3,0
54,1,35,1,2213,1,0,9,2,4,8,96,61,500,0,1,1,4,1
55,1,34,1,712,1,3,4,0,4,11,85,27,408,2,1,1,3,0
56,1,30,1,2169,0,8,13,5,4,10,220,259,500,1,0,0,5,1
57,2,33,2,1453,1,2,2,2,4,9,101,3,166,1,1,0,3,0
58,1,31,1,693,1,3,4,0,4,6,53,5,331,3,1,0,3,1
59,1,34,2,712,1,7,5,0,4,7,145,258,500,0,1,1,3,1
60,2,35,2,766,1,5,5,4,2,5,127,0,500,0,0,0,2,0
62,1,33,2,2557,1,2,1,2,2,10,51,1,500,2,1,1,4,0
63,2,31,1,619,0,11,12,2,4,9,170,190,500,1,0,1,3,1
64,1,31,1,2169,0,0,6,0,4,7,44,60,327,0,0,0,3,1
67,1,29,2,651,1,3,5,0,2,6,143,1,270,1,0,0,2,0
68,1,35,1,2169,0,7,6,3,4,4,95,101,500,0,0,0,2,0
69,1,32,1,1453,0,2,4,2,4,13,181,260,500,3,1,0,2,0
70,2,31,2,1024,1,11,12,4,2,6,163,1,500,4,0,1,1,0
72,1,32,2,1625,0,0,3,3,4,13,170,92,422,3,0,0,3,1
73,1,34,1,1024,1,7,6,10,4,8,107,36,500,0,0,0,3,0
75,1,32,2,630,1,2,3,0,2,7,270,0,233,1,0,0,5,1
76,2,28,2,1453,0,1,1,6,4,8,175,166,500,5,1,1,4,1
78,1,34,1,712,1,8,4,3,4,10,189,38,82,0,1,0,4,1
79,1,35,1,712,0,1,0,0,4,2,134,14,500,1,1,1,3,0
80,2,33,1,1904,1,3,3,1,4,7,45,12,311,0,1,0,1,0
81,2,34,2,2396,1,2,1,0,2,5,25,0,500,0,0,1,3,0
83,2,36,1,712,1,3,2,0,4,8,20,0,37,0,1,0,3,0
84,1,34,2,2213,1,1,3,0,4,7,13,0,22,0,1,0,1,0
85,2,30,2,1757,1,6,5,0,2,5,35,0,88,0,1,0,1,0
86,2,34,2,712,1,0,4,0,4,7,21,0,54,0,1,0,1,0
87,1,32,1,1792,1,2,1,2,4,3,71,0,89,0,1,1,3,1
89,1,31,1,2213,1,4,1,3,4,8,164,0,500,3,1,0,2,0
90,2,29,2,648,1,3,8,1,4,7,32,26,500,0,0,0,2,0
91,2,31,1,651,1,3,3,0,4,7,60,15,500,0,0,0,3,0
92,1,32,2,450,1,0,1,3,2,18,50,7,500,0,1,0,2,1
93,1,38,1,3039,1,2,2,0,4,5,47,7,500,1,1,1,2,0
94,2,30,2,336,1,0,0,2,4,4,58,0,138,2,1,0,3,0
95,2,36,1,2169,0,3,7,4,2,14,38,5,500,0,0,0,2,0
96,1,33,2,712,1,7,11,4,4,3,86,61,306,0,1,0,3,0
98,1,31,2,2833,0,5,4,2,4,2,187,28,71,0,1,1,3,0
99,1,30,1,1623,1,0,0,0,4,6,5,1,500,0,0,0,1,0
101,2,37,2,2958,1,0,0,0,2,7,63,77,500,0,1,0,2,0
102,1,34,1,2169,1,0,2,0,4,6,52,30,491,1,0,0,3,0
103,2,30,2,1024,1,0,0,0,4,2,25,31,490,0,0,0,2,0
104,1,37,1,2169,1,0,0,2,2,4,20,7,471,0,0,0,2,0
105,2,39,1,3400,1,1,0,0,4,5,30,3,107,1,1,1,2,1
108,2,33,1,1635,1,0,4,0,4,8,42,16,79,5,0,0,2,0
109,2,31,2,147,1,0,2,1,1,1,47,2,500,2,1,0,2,0
110,2,44,1,712,1,6,0,4,4,5,65,0,152,0,1,0,5,1
112,1,45,1,514,1,7,0,1,3,1,87,8,500,3,0,1,3,1
114,1,34,2,627,1,2,1,0,3,3,41,0,204,0,0,0,3,0
115,1,31,2,147,1,0,0,0,3,3,28,0,95,2,1,1,2,0
116,1,51,1,514,1,0,3,0,1,3,62,0,500,1,0,1,4,1
117,1,35,1,1771,1,2,0,0,4,0,41,0,243,3,1,0,3,1
119,2,43,1,1623,1,11,4,4,4,3,137,0,500,5,0,0,4,1
121,1,29,2,712,1,2,0,2,4,4,20,4,78,0,1,0,2,0
122,1,34,2,712,1,0,1,1,3,4,82,21,500,2,1,1,4,1
123,1,36,2,590,1,0,3,1,4,3,45,57,500,5,0,0,2,1
124,2,32,2,364,1,2,3,1,4,3,51,18,500,0,1,1,3,1
126,1,30,2,1635,0,2,0,1,4,2,36,0,138,1,0,0,3,1
128,1,33,2,1635,0,0,0,0,4,1,7,0,47,0,0,0,2,0
129,1,31,2,1460,1,3,1,1,1,2,26,5,287,0,1,0,2,0
130,1,30,2,1453,1,5,1,0,3,3,74,3,209,0,1,0,2,0
131,2,33,2,2896,1,0,5,1,4,3,56,14,500,1,1,1,2,0
132,1,33,2,712,1,0,3,0,3,2,60,0,29,4,1,0,1,0
134,2,32,2,2213,1,0,1,2,4,3,49,5,47,1,1,0,2,0
136,2,31,1,2187,1,6,0,1,3,2,43,65,500,0,0,0,3,0
138,1,32,2,1273,1,3,1,0,4,2,16,0,61,0,1,1,1,0
139,1,28,2,1635,1,0,1,0,4,4,12,0,46,0,0,0,1,0
142,2,32,2,1770,1,0,0,0,4,4,16,0,500,0,1,0,2,0
143,2,28,2,3145,1,0,0,1,4,10,44,5,500,0,1,0,2,0
148,1,32,2,2169,1,3,6,0,4,18,78,35,500,9,0,0,5,1
149,1,35,2,2169,1,2,4,0,2,14,117,142,500,4,0,0,3,0
152,1,35,2,3316,1,7,0,0,2,8,35,38,500,0,0,0,3,0
153,1,32,2,855,1,2,5,1,2,4,81,4,500,1,1,0,3,1
155,2,34,2,1453,1,0,0,1,3,4,41,41,500,0,1,0,3,0
156,1,32,2,2945,1,5,1,0,4,2,28,8,500,0,1,0,4,0
159,1,27,2,712,1,3,2,1,4,14,83,2,500,3,1,0,3,1
162,2,29,2,1770,1,1,4,0,4,8,67,0,500,0,1,1,2,0
165,1,34,2,627,1,3,2,1,4,4,93,5,500,5,0,0,4,1
166,1,29,2,1019,1,3,2,0,1,7,63,90,500,0,0,0,2,0
168,1,30,2,712,1,2,0,0,4,7,57,0,500,0,1,1,4,0
169,2,37,1,627,1,0,2,0,4,9,76,124,500,0,0,0,3,1
170,2,34,2,1623,1,0,1,0,2,7,40,94,500,0,0,0,2,0
