id,entidad,sexo,edad,nivel_esc,esc_cve,lenguaje,cognitivas,sociales,tecnicas,puesto,trabajos_n,palabras_n,validaciones_n,contactos_n,rimbo_n,sostenimiento,experiencia,atractivo,confiable
4098,Centro,2,34,1,645,1,5,1,0,2,11,58,27,425,0,0,0,3,1
4100,Centro,2,34,1,645,1,4,1,0,4,8,41,22,322,0,0,0,3,0
4101,Centro,1,35,1,1453,1,7,2,0,4,14,117,63,500,0,1,0,2,0
4102,Centro,2,33,1,645,1,6,5,1,3,10,189,18,348,6,0,0,3,0
4107,Centro,2,35,1,645,1,0,5,3,4,14,92,46,192,0,0,0,4,0
4108,Centro,1,28,2,645,1,6,4,1,4,18,108,15,191,0,0,1,2,0
4109,Centro,1,33,1,645,1,0,0,0,4,6,66,0,137,0,0,1,5,1
4112,Centro,2,30,2,645,1,0,0,0,4,12,20,0,355,3,0,1,2,0
4113,Centro,2,30,1,1631,1,4,9,4,4,12,110,67,500,0,0,1,3,1
4114,Centro,1,31,2,1631,1,3,5,1,4,8,142,0,38,0,0,0,4,1
4115,Centro,2,31,1,1631,1,4,5,4,4,22,117,37,376,2,0,1,3,0
4116,Centro,1,30,2,1631,1,5,1,1,4,12,66,19,175,0,0,0,1,0
4117,Norte,1,35,1,153,1,4,7,2,4,4,117,86,145,0,1,0,3,0
4118,Norte,1,33,1,693,1,5,2,4,4,6,138,130,238,1,1,0,5,0
4119,Centro,1,28,1,3114,1,4,1,0,4,6,67,0,122,0,0,1,4,0
4120,Norte,1,33,1,3114,1,5,5,1,4,18,128,8,500,0,0,1,3,0
4121,Centro,1,31,1,3114,0,0,3,2,4,18,70,0,273,0,0,1,1,0
4122,Centro,1,30,2,3114,1,2,3,0,4,22,144,63,500,0,0,0,2,0
4123,Centro,2,33,2,3114,1,3,3,1,3,16,71,57,500,0,0,0,1,0
4124,Centro,1,33,2,3114,0,0,0,0,4,5,3,0,185,0,0,0,1,0
4125,Centro,1,28,2,3114,1,2,7,2,4,10,573,0,147,5,0,1,3,0
4126,Centro,1,33,2,3114,1,6,6,2,2,22,749,31,251,0,0,0,3,0
4127,Centro,2,27,1,3114,1,5,5,1,2,0,165,174,500,0,0,0,2,0
4128,Centro,2,29,2,3114,1,0,0,1,4,14,102,85,223,0,0,0,2,1
4129,Norte,1,34,1,3114,1,0,2,0,2,18,37,13,164,0,0,0,5,1
4130,Centro,1,34,2,801,0,1,5,0,4,10,55,2,136,0,1,0,1,0
4131,Centro,2,31,2,801,0,3,6,4,4,12,122,0,128,4,1,1,4,1
4132,Centro,1,33,1,801,1,0,2,0,4,8,43,17,362,0,1,0,3,0
4133,Centro,1,33,1,801,1,0,1,1,4,14,108,168,500,0,1,0,4,1
4134,Centro,1,31,2,801,1,2,1,2,4,18,120,93,344,0,1,1,3,1
4135,Centro,1,32,2,801,1,2,4,0,4,8,243,55,272,0,1,0,4,0
4136,Sur,1,34,1,801,1,5,7,1,2,5,76,13,500,3,1,0,4,1
4137,Norte,1,33,2,801,1,6,2,1,4,16,190,147,500,0,1,0,5,1
4138,Norte,2,32,1,801,1,0,2,1,3,5,51,45,192,0,1,0,3,1
4139,Sur,2,34,1,801,1,9,0,2,4,19,74,38,323,0,1,1,3,0
4140,Centro,1,32,2,801,1,0,1,0,4,6,57,8,327,0,1,0,3,1
4141,Centro,2,31,2,801,1,0,2,0,4,8,68,6,500,0,1,0,2,0
4142,Sur,2,31,1,801,1,2,1,0,4,10,30,19,500,0,1,0,3,1
4144,Centro,1,33,1,801,1,4,7,0,2,8,352,13,500,0,1,0,3,1
4145,Centro,1,31,2,801,1,5,5,1,4,11,135,39,282,1,1,0,4,1
4146,Centro,2,31,2,2514,1,3,5,1,4,0,99,99,80,0,0,0,4,1
4147,Centro,1,33,2,3387,0,0,1,0,4,4,28,0,73,1,1,1,3,0
4148,Sur,2,31,2,2557,1,1,0,1,4,8,69,0,24,0,1,1,3,0
4149,Centro,1,35,2,2557,1,5,2,2,4,22,195,86,344,2,1,0,4,1
4150,Centro,1,33,2,514,1,6,8,1,2,16,114,28,500,1,0,0,3,1
4151,Centro,2,33,2,514,0,7,9,4,4,10,83,36,227,0,0,0,4,1
4152,Centro,2,30,1,514,1,8,8,1,4,10,215,56,325,1,0,0,5,1
4154,Centro,2,30,2,514,1,2,6,1,4,10,161,70,500,0,0,1,3,0
4155,Centro,1,34,2,3094,1,2,3,2,4,10,127,71,303,1,0,0,3,0
4157,Sur,1,31,1,825,1,1,3,4,4,10,159,114,245,2,1,1,3,0
4158,Centro,1,31,1,1917,0,2,0,2,3,16,49,0,161,0,1,1,4,0
4159,Centro,2,30,2,1024,1,5,4,1,4,17,56,0,68,0,0,0,3,0
4160,Centro,2,32,2,2169,1,3,0,1,4,10,178,178,259,0,0,0,3,0
4161,Centro,1,31,1,1860,1,0,0,0,4,14,58,14,170,0,0,0,3,0
4162,Centro,1,32,1,2732,0,0,0,1,4,18,55,36,500,0,0,0,3,0
4163,Centro,1,30,2,2683,1,4,3,2,4,10,139,65,294,1,1,1,3,0
4164,Centro,2,32,2,2683,1,5,10,0,4,14,283,6,231,2,1,1,3,1
4165,Centro,2,32,1,2683,1,4,4,1,2,10,244,4,500,0,1,0,3,1
4166,Centro,1,32,1,712,1,2,2,1,2,5,103,0,82,0,1,0,3,0
4167,Centro,1,29,1,712,1,3,2,1,3,10,121,48,462,0,1,0,4,1
4168,Centro,1,32,1,711,1,5,4,3,4,10,386,0,80,1,1,1,2,0
4171,Centro,1,33,1,2023,1,4,3,1,4,12,330,0,242,0,1,0,2,0
4172,Centro,1,32,1,2025,1,2,0,1,4,10,220,6,50,0,1,1,3,1
4173,Centro,1,32,1,2025,1,3,5,1,4,7,109,110,372,0,1,0,3,1
4175,Centro,1,32,2,2019,1,3,2,0,4,4,33,0,75,0,1,0,3,1
4176,Centro,1,31,1,2014,1,0,0,1,4,9,85,32,65,0,1,0,3,1
4177,Centro,2,33,2,3001,1,0,0,0,2,9,21,0,10,0,0,0,4,1
4178,Centro,1,30,1,3001,1,9,7,1,2,6,202,0,95,0,0,1,3,1
4179,Centro,2,30,1,3001,1,0,3,0,4,4,8,0,26,0,0,0,5,1
4180,Centro,1,31,1,3001,1,4,5,0,4,7,96,32,153,0,0,0,3,0
4181,Centro,1,33,1,3001,1,3,5,4,4,8,120,83,414,0,0,0,4,1
4182,Centro,1,31,2,3001,1,2,3,3,4,8,105,0,110,0,0,1,3,0
4183,Centro,1,31,1,3001,1,2,2,1,1,13,85,22,271,0,0,0,3,0
4184,Centro,1,35,1,3001,0,8,0,2,4,8,38,18,260,0,0,0,3,0
4185,Centro,2,31,1,3001,1,9,3,2,2,8,139,64,449,1,0,1,3,1
4186,Centro,2,34,1,3001,1,0,4,0,1,10,44,10,500,0,0,1,3,0
4187,Centro,1,34,1,3001,1,7,6,3,4,15,119,125,500,0,0,1,5,0
4188,Centro,2,35,1,3001,1,9,15,2,4,16,175,72,386,1,0,1,4,1
4189,Centro,1,32,2,3001,1,3,3,1,4,14,85,6,397,0,0,0,3,1
4190,Centro,2,35,2,3001,1,0,0,2,4,0,104,29,500,0,0,0,3,0
4191,Centro,1,33,1,3001,1,3,3,2,4,10,59,4,337,0,0,0,3,1
4193,Centro,2,35,2,3001,1,0,0,0,4,9,52,29,129,0,0,0,3,1
4195,Centro,2,35,2,3001,1,5,0,4,2,10,205,44,394,0,0,0,2,0
4196,Centro,1,35,1,3001,1,8,8,4,2,14,201,20,500,5,0,1,4,1
4197,Centro,2,31,1,766,1,9,6,2,4,16,121,32,364,0,0,0,2,1
4198,Centro,2,31,1,766,1,6,2,1,4,8,52,0,500,0,0,0,4,1
4199,Centro,2,31,2,766,1,3,2,1,4,0,112,62,261,0,0,0,4,1
4200,Sur,2,30,2,766,1,2,6,2,4,11,118,22,384,0,0,0,1,0
4201,Sur,2,35,2,766,1,0,4,1,4,15,29,0,500,0,0,0,1,0
4202,Sur,1,35,2,766,1,5,3,6,3,6,108,4,393,0,0,1,4,1
4203,Sur,2,33,2,766,1,8,5,4,4,8,88,12,421,1,0,1,3,1
4204,Centro,2,32,2,766,1,4,4,2,4,10,125,351,500,0,0,0,4,1
4209,Centro,2,33,2,3485,1,14,11,6,4,14,186,58,343,1,1,1,3,1
4210,Centro,2,34,1,3485,1,2,2,2,4,8,70,81,369,0,1,0,4,1
4211,Sur,2,33,1,3485,1,2,2,0,4,14,131,84,346,0,1,0,4,1
4212,Centro,2,34,2,3485,1,0,0,0,4,4,143,0,87,0,1,0,5,1
4213,Sur,1,30,2,3485,1,0,6,4,4,8,154,17,132,2,1,0,4,0
4214,Centro,1,36,1,3485,1,5,4,0,2,10,303,7,500,1,1,0,4,1
4215,Centro,2,32,2,3485,1,4,4,1,4,10,65,1,285,0,1,1,4,0
4216,Centro,2,31,2,3485,1,2,3,2,2,12,125,83,500,0,1,0,4,1
4218,Centro,1,31,2,460,1,1,0,0,4,6,22,0,39,0,1,0,3,1
4219,Centro,1,35,2,460,1,0,0,4,4,10,254,70,500,0,1,1,4,1
4220,Centro,2,29,1,460,1,2,3,0,4,10,17,0,41,0,1,0,3,1
4221,Norte,1,35,1,460,1,6,4,1,4,10,161,2,181,1,1,1,4,1
4222,Norte,2,34,2,460,1,7,2,0,4,8,38,0,500,0,1,1,4,1
4223,Norte,1,31,2,460,0,2,2,0,4,7,136,0,51,1,1,1,4,1
4224,Norte,2,30,1,460,1,0,2,1,4,10,142,31,500,2,1,0,4,1
4225,Centro,2,30,2,460,1,0,0,1,4,11,154,64,300,0,1,0,1,0
4226,Norte,1,30,2,460,1,7,3,0,4,12,121,90,500,1,1,0,4,1
4227,Centro,2,35,1,460,1,11,2,1,2,10,67,22,278,0,1,0,2,0
4228,Norte,1,36,1,460,1,3,1,0,4,14,150,129,500,0,1,0,1,0
4229,Norte,1,35,2,460,0,5,2,3,3,14,151,0,500,0,1,0,1,0
4230,Centro,2,34,2,1470,1,4,9,1,1,20,269,34,500,4,0,0,4,1
4231,Centro,1,36,2,460,1,4,5,4,4,12,178,48,233,1,1,1,3,1
4233,Centro,1,32,2,460,0,0,3,4,4,10,266,3,234,1,1,0,3,1
4234,Centro,1,32,1,460,1,4,0,0,2,12,19,0,148,0,1,0,4,1
4236,Norte,1,47,1,460,1,5,2,1,4,20,146,60,500,0,1,0,1,0
4237,Norte,1,35,1,460,1,10,3,1,4,14,134,52,500,2,1,1,3,1
4239,Centro,1,36,1,2020,1,3,4,0,4,5,148,0,3,0,1,0,4,1
4240,Centro,1,31,2,2020,1,6,0,3,4,10,131,1,278,1,1,1,3,1
4241,Centro,2,34,1,2020,1,2,2,1,1,9,42,2,327,0,1,0,2,0
4242,Centro,1,35,2,2020,1,2,0,0,4,10,78,41,500,0,1,0,3,0
4243,Centro,1,35,1,2020,1,1,4,0,1,8,228,0,45,1,1,0,5,1
4244,Centro,2,35,1,2020,1,0,0,0,3,10,14,2,468,0,1,0,4,1
4245,Centro,1,32,1,2020,1,2,2,0,4,10,172,35,89,3,1,1,4,1
4246,Centro,1,30,1,2020,1,2,2,0,3,9,72,150,32,0,1,0,3,0
4247,Centro,1,31,2,2020,1,0,0,0,4,14,72,4,200,1,1,1,4,1
4248,Centro,1,34,2,2020,1,0,0,1,4,7,110,110,212,2,1,0,3,1
4249,Centro,2,35,2,2020,1,3,1,1,3,14,95,2,500,0,1,0,4,1
4250,Centro,1,33,2,2020,1,4,4,3,4,24,241,409,500,4,1,0,4,0
4257,Centro,1,34,1,147,1,5,1,0,3,10,109,95,492,1,1,1,5,1
4258,Centro,2,34,1,1024,1,5,0,0,4,14,168,208,500,3,0,1,3,0
4260,Norte,2,32,2,2185,1,0,5,0,2,14,98,6,500,0,0,0,2,0
4261,Centro,2,31,2,2185,1,3,8,2,4,13,161,242,500,0,0,0,1,0
4262,Centro,2,32,1,2185,1,3,2,1,1,18,98,0,500,1,0,1,2,0
4263,Centro,2,30,2,2185,1,4,2,2,4,4,59,0,73,0,0,0,1,0
4264,Centro,2,33,1,2185,1,0,8,2,1,17,44,0,500,0,0,0,2,0
4265,Centro,2,33,1,2185,1,11,6,1,4,16,253,120,500,0,0,1,4,1
4266,Centro,2,32,2,2185,1,1,1,5,1,12,133,4,139,2,0,0,4,1
4267,Centro,1,29,1,1667,1,8,1,2,2,24,286,38,248,1,0,0,2,0
4269,Centro,2,33,2,712,1,0,3,0,2,10,40,12,500,0,1,0,3,1
4270,Centro,1,32,1,3368,1,9,10,2,4,20,185,0,277,0,1,1,3,1
4271,Centro,1,27,1,1635,1,7,3,1,4,10,115,56,500,0,0,0,4,1
4273,Norte,2,31,2,147,1,0,9,1,2,24,107,42,500,0,1,0,1,0
4276,Norte,2,31,1,66,1,5,4,3,4,8,139,78,400,0,0,0,3,0
4278,Norte,2,31,1,66,1,12,7,0,4,9,163,26,500,1,0,0,2,0
4279,Norte,2,32,1,147,1,0,0,0,4,4,17,1,169,0,1,0,4,1
4280,Centro,2,32,1,66,1,0,0,0,2,8,73,0,98,0,0,0,3,0
4281,Norte,1,31,1,66,1,9,3,4,1,13,122,171,435,0,0,0,1,0
4282,Norte,1,33,2,66,1,4,1,3,3,14,295,71,430,0,0,1,4,1
4283,Norte,2,33,2,66,1,8,3,0,4,14,420,0,107,0,0,0,4,1
4285,Centro,2,30,2,2732,1,5,3,1,4,12,132,263,500,0,0,0,1,0
4287,Centro,2,33,1,2732,1,6,3,1,4,8,197,0,204,0,0,1,3,0
4288,Centro,1,32,2,2732,1,0,1,2,4,11,70,17,203,0,0,0,1,0
4289,Centro,2,29,1,2732,0,1,0,0,4,18,89,0,500,0,0,1,2,0
4290,Centro,2,30,2,2732,1,0,4,0,3,10,33,4,500,0,0,0,3,1
4291,Centro,2,30,2,2732,1,0,4,0,4,10,20,0,500,0,0,0,1,0
4292,Centro,2,29,2,2732,0,2,2,4,3,0,285,0,183,0,0,0,1,0
4293,Centro,2,34,2,2732,1,0,5,2,4,9,34,5,156,0,0,0,3,0
4294,Centro,2,31,2,2732,0,0,2,3,1,10,59,0,237,1,0,1,2,0
4295,Centro,2,29,2,2732,1,7,5,1,4,18,76,0,315,0,0,1,3,0
4297,Centro,2,30,1,2732,1,2,1,2,4,8,102,0,19,1,0,0,2,0
4298,Centro,2,33,2,712,1,4,7,4,2,17,80,31,500,1,1,0,2,0
4299,Centro,1,35,1,3485,1,5,5,5,4,18,143,55,398,0,1,0,3,1
4300,Centro,1,39,1,289,1,3,0,1,4,18,73,32,500,0,0,0,5,1
4301,Centro,2,30,1,2958,1,7,4,0,4,6,387,0,42,0,1,0,2,0
4302,Norte,2,32,1,461,1,5,1,0,4,10,95,0,167,0,1,1,5,1
4304,Norte,1,35,1,460,1,6,7,2,3,22,250,122,500,1,1,1,5,1
4305,Norte,1,29,1,2732,0,13,8,4,4,22,117,0,500,2,0,1,4,1
4306,Centro,2,36,1,3485,1,3,2,1,4,26,135,51,393,1,1,0,4,0
4307,Norte,2,32,1,2947,1,3,0,1,4,14,56,43,449,0,1,0,1,0
4308,Norte,2,30,2,2948,0,0,0,0,4,10,33,0,119,0,1,0,2,0
4309,Norte,1,31,1,2948,1,0,0,0,4,9,21,0,188,0,1,0,3,0
4310,Norte,2,32,1,2948,1,3,2,1,4,16,104,27,500,0,1,0,4,1
4311,Centro,2,35,1,2958,1,7,2,1,4,10,77,0,227,0,1,1,3,0
4312,Norte,1,30,2,2948,0,7,2,0,4,4,328,0,213,0,1,0,1,0
4313,Centro,1,30,1,1453,1,0,3,0,3,20,126,6,208,0,1,0,4,1
4314,Centro,2,35,1,3485,1,7,2,4,4,6,125,68,159,0,1,0,5,1
4316,Centro,1,34,2,3103,1,5,0,1,2,10,178,92,500,0,0,1,3,0
4317,Centro,1,33,2,3103,1,0,2,0,3,10,18,0,209,0,0,0,3,0
4318,Centro,1,29,2,3103,1,2,2,2,4,10,169,0,37,0,0,0,3,0
4319,Centro,1,29,2,3103,1,1,5,0,4,4,270,34,369,0,0,1,3,0
4320,Centro,1,31,2,3103,1,5,1,0,4,10,143,280,500,0,0,0,3,1
4321,Centro,2,34,2,3103,1,0,0,0,4,9,70,48,132,0,0,0,3,1
4322,Norte,1,32,2,3103,1,0,2,1,4,10,153,0,500,0,0,0,2,0
4323,Centro,2,32,2,3103,1,0,2,2,4,5,25,0,500,0,0,0,3,1
4324,Centro,1,32,2,3103,1,6,6,2,2,10,332,110,331,0,0,1,2,0
4326,Centro,2,31,1,3103,1,5,1,1,4,8,49,0,115,0,0,0,2,0
4327,Centro,1,34,1,3103,1,5,7,1,4,10,118,0,446,0,0,1,4,0
4328,Centro,1,34,1,3158,1,5,1,0,2,10,60,45,171,0,1,0,3,0
4329,Centro,2,28,2,3103,1,6,2,1,4,2,72,25,192,0,0,0,4,1
4330,Centro,1,34,1,3145,1,6,3,2,3,10,185,102,500,0,1,0,2,0
4331,Norte,1,36,1,460,1,11,3,1,4,10,140,20,500,0,1,1,4,1
4332,Centro,1,32,2,1453,1,2,1,0,2,10,74,0,126,0,1,0,3,0
4333,Centro,2,29,2,712,1,7,3,2,4,15,161,218,500,0,1,1,3,0
4334,Centro,2,34,2,3119,1,0,1,0,4,2,26,0,73,0,0,0,2,0
4335,Centro,1,29,2,1945,1,6,4,0,4,10,68,0,500,0,0,1,2,0
4336,Centro,1,33,1,1945,1,6,5,2,4,16,125,6,500,0,0,0,3,1
4337,Norte,2,32,2,1945,1,9,7,3,4,10,93,36,500,0,0,0,3,1
4338,Sur,2,22,1,708,1,3,0,1,2,9,29,0,366,0,1,0,3,0
4339,Centro,2,35,2,2281,0,2,0,1,4,8,65,0,32,1,0,1,4,0
4340,Centro,2,30,1,2281,1,2,2,0,4,12,56,0,198,0,0,0,5,1
4341,Centro,1,36,2,2281,1,2,3,0,4,1,15,0,26,0,0,0,3,1
4342,Centro,1,35,1,2281,1,2,1,1,4,8,359,39,347,0,0,0,5,1
4343,Sur,1,31,1,2281,1,2,5,0,4,0,194,0,33,0,0,1,3,0
4344,Sur,1,33,1,2281,1,2,6,1,4,10,145,32,148,0,0,0,5,1
4345,Centro,2,35,1,2281,1,3,5,2,4,10,51,0,55,0,0,1,3,1
4346,Centro,2,35,1,2281,1,12,8,1,4,16,170,110,500,0,0,0,4,1
4347,Centro,1,33,1,2281,0,0,2,1,4,10,37,0,123,1,0,0,2,0
4348,Sur,2,22,2,2281,1,3,2,1,4,6,88,0,307,0,0,0,5,1
4349,Centro,2,34,2,2281,1,0,2,2,3,7,32,0,60,0,0,0,5,1
4350,Centro,2,35,2,2281,1,2,4,2,4,13,131,105,329,0,0,0,4,1
4351,Centro,1,34,2,2281,1,0,4,0,4,7,45,20,53,0,0,0,5,1
4352,Centro,1,33,2,2281,1,0,0,0,2,6,54,0,37,0,0,1,5,1
4353,Centro,1,30,2,2281,1,1,5,1,1,6,265,21,174,0,0,0,4,1
4354,Centro,2,38,2,2281,1,0,1,1,4,14,136,122,328,0,0,1,5,1
4355,Centro,2,34,2,1463,1,3,7,0,3,9,138,554,500,0,0,0,4,1
4356,Centro,2,33,2,1280,1,6,2,1,1,10,72,45,500,0,1,0,4,1
4357,Centro,2,32,2,1463,1,12,8,5,4,8,208,10,500,0,0,0,4,1
4358,Centro,2,31,1,1463,1,5,4,1,4,4,71,6,500,0,0,0,4,1
4359,Centro,1,36,2,1463,1,3,3,2,4,3,84,24,203,2,0,1,4,1
4360,Centro,2,36,1,1463,1,4,1,0,4,10,120,62,365,1,0,1,4,1
4361,Centro,1,33,2,1463,1,5,8,3,4,0,137,74,308,0,0,0,5,1
4362,Centro,1,35,1,1463,1,0,0,1,2,10,24,0,39,0,0,0,3,0
4363,Centro,2,36,1,1463,1,5,4,1,4,12,157,58,500,0,0,1,3,1
4365,Centro,2,32,2,1463,1,3,2,2,4,10,49,7,500,0,0,1,3,0
4366,Centro,2,31,2,1463,1,3,2,5,3,10,304,72,500,0,0,0,2,0
4367,Centro,1,34,2,1771,1,4,3,1,2,10,107,17,500,0,1,0,2,0
4368,Centro,2,31,2,1463,1,3,4,1,4,4,33,23,500,0,0,0,4,1
4369,Centro,2,30,2,1519,1,3,5,2,2,13,84,37,500,0,0,0,3,0
4370,Centro,1,36,2,1463,1,0,2,2,2,8,21,0,55,0,0,0,4,0
4371,Centro,2,30,1,1463,1,1,2,0,4,16,86,14,183,0,0,0,2,0
4372,Centro,1,30,1,1463,1,0,1,1,4,14,114,16,398,0,0,0,4,1
4373,Centro,2,32,2,1463,1,3,8,0,4,10,198,62,500,1,0,1,4,1
4374,Centro,1,36,1,1463,1,3,1,0,4,16,66,1,61,0,0,0,3,1
4375,Centro,2,36,2,1463,1,6,8,0,2,12,419,0,369,0,0,0,3,0
4376,Centro,2,36,2,1463,1,0,1,0,2,10,29,12,203,0,0,0,3,1
4377,Centro,2,31,2,1623,1,3,4,2,4,10,53,0,27,0,0,0,4,1
4379,Centro,2,32,1,712,1,2,0,0,4,6,62,8,237,0,1,1,4,1
4380,Sur,1,33,1,1635,1,0,3,0,2,10,152,49,443,0,0,0,4,1
4381,Centro,2,31,2,1623,1,0,5,1,4,5,49,6,500,0,0,0,4,1
4384,Centro,2,32,1,627,1,0,0,0,1,11,9,0,172,0,0,0,2,0
4385,Centro,1,33,2,1623,1,2,1,1,4,16,185,96,500,3,0,1,3,1
4386,Centro,1,32,2,1623,0,0,1,0,4,14,252,0,500,0,0,0,3,1
4387,Sur,1,30,2,1623,0,3,2,4,4,13,200,128,500,0,0,0,3,1
4388,Centro,2,40,2,1623,1,9,9,2,2,14,166,192,500,0,0,0,4,1
4389,Centro,2,30,2,1623,1,4,10,3,4,14,213,60,252,2,0,1,4,1
4390,Centro,1,34,2,1623,1,6,9,2,4,14,130,84,500,0,0,1,4,1
4391,Centro,2,34,2,1623,0,7,6,3,4,14,98,38,500,0,0,0,3,1
4393,Norte,1,33,2,2169,1,4,7,0,2,10,260,55,425,4,0,1,5,1
4395,Centro,1,33,1,114,1,4,11,3,3,20,338,15,500,0,0,1,3,0
4396,Norte,1,30,1,66,1,8,8,0,4,10,112,12,177,0,0,0,4,1
4397,Centro,1,30,1,1784,1,4,0,3,4,10,414,0,103,1,1,1,3,0
4398,Centro,1,34,1,1771,1,0,0,2,4,9,66,22,500,0,1,0,2,0
4399,Sur,2,34,1,2557,1,3,1,1,4,14,313,0,95,1,1,1,4,1
4400,Centro,1,31,1,2557,1,9,6,2,4,10,85,0,60,1,1,0,3,0
4401,Centro,2,40,1,1649,1,2,0,2,2,10,121,0,26,0,0,0,2,0
4402,Centro,1,34,2,1649,1,2,2,0,4,5,54,5,109,0,0,1,3,0
4403,Centro,2,35,2,2609,0,6,4,3,4,6,75,0,174,3,1,1,4,1
4404,Centro,2,32,2,2609,1,2,6,0,4,10,28,2,247,0,1,0,1,0
4405,Sur,1,30,2,2609,0,0,3,0,4,8,88,0,32,0,1,1,4,1
4406,Centro,1,30,2,2609,1,2,0,1,4,4,127,0,19,0,1,0,2,0
4407,Sur,2,32,2,2609,1,3,5,0,4,8,155,63,158,2,1,1,4,0
4408,Centro,2,31,2,2609,1,1,0,0,4,10,94,128,500,0,1,0,4,1
4409,Centro,1,31,2,2609,1,0,0,0,4,10,180,265,500,0,1,0,5,1
4410,Sur,1,31,2,2609,1,0,2,1,4,2,190,0,56,0,1,0,4,0
4411,Centro,1,28,2,2609,1,2,0,0,4,10,29,9,428,0,1,0,3,1
4412,Centro,2,30,2,2609,1,5,2,0,4,12,116,64,150,0,1,0,4,1
4413,Centro,1,33,1,853,1,6,4,1,4,14,149,0,83,1,1,1,4,1
4414,Centro,1,35,2,632,1,5,8,2,4,10,154,8,500,0,0,0,1,1
4415,Centro,2,35,2,632,1,0,0,2,4,6,28,0,200,0,0,1,4,0
4416,Centro,2,35,1,632,1,8,1,2,4,14,221,170,384,0,0,0,3,1
4418,Centro,1,35,1,632,1,3,2,2,4,8,89,15,225,2,0,1,5,1
4419,Centro,1,32,1,632,0,0,0,0,4,23,16,0,500,0,0,0,2,0
4420,Sur,2,35,1,632,1,3,1,5,2,0,318,6,158,0,0,0,3,0
4421,Centro,2,33,2,632,0,2,3,2,2,8,59,24,428,0,0,0,1,0
4422,Centro,2,33,2,632,1,11,7,2,4,10,137,176,500,3,0,1,5,1
4423,Centro,1,30,1,632,1,3,1,1,2,12,58,15,282,0,0,0,2,0
4424,Centro,2,33,1,710,1,7,7,2,4,8,127,24,321,0,1,0,4,1
4425,Centro,1,31,2,640,1,0,2,1,4,10,165,72,371,0,0,1,4,1
4426,Centro,2,30,2,632,1,7,8,1,1,16,314,0,154,1,0,0,4,1
4427,Centro,2,32,2,632,1,8,4,0,4,10,300,0,500,1,0,0,5,1
4428,Centro,1,36,2,632,0,2,9,5,3,11,29,50,500,0,0,0,4,1
4430,Sur,1,31,2,3025,1,2,0,0,4,10,73,6,324,1,1,1,4,1
4431,Centro,1,33,2,3369,1,7,3,7,4,14,84,90,242,0,1,0,4,1
4432,Centro,1,34,2,349,1,2,0,3,4,10,132,46,172,0,1,1,4,1
4433,Centro,1,31,2,369,1,0,2,2,4,8,172,26,109,2,1,1,3,0
4434,Centro,1,35,2,710,1,8,2,12,4,10,319,0,500,2,1,0,3,1
4435,Centro,1,33,1,659,1,3,0,2,4,10,133,115,359,0,0,0,4,1
4436,Centro,1,33,2,1623,1,3,5,1,4,14,197,88,388,2,0,1,5,1
4437,Centro,1,32,2,659,1,4,2,1,4,6,42,2,500,1,0,1,4,1
4440,Centro,1,33,1,1759,1,1,1,0,4,10,56,2,37,0,1,0,5,1
4443,Centro,1,34,2,1759,0,0,0,1,4,8,68,0,86,0,1,0,5,1
4446,Centro,1,31,2,1759,1,0,0,0,2,10,167,0,138,0,1,0,4,1
4447,Centro,1,34,2,1759,1,6,5,1,2,10,138,154,236,0,1,0,2,1
4448,Centro,1,36,2,1759,1,0,1,0,4,4,69,0,49,0,1,0,4,1
4451,Centro,1,33,2,1759,1,0,0,1,4,6,125,6,273,0,1,1,4,1
4452,Centro,2,36,2,1759,1,0,4,1,4,10,77,10,190,0,1,0,1,0
4454,Centro,1,33,2,1759,1,3,1,5,4,8,116,0,22,0,1,0,2,0
4455,Centro,1,35,2,808,1,0,1,0,4,10,28,2,172,0,1,0,3,0
4456,Centro,1,31,2,2950,1,2,2,0,4,8,70,14,66,0,1,0,4,0
4457,Centro,2,35,1,2950,1,0,0,1,4,14,152,0,500,2,1,0,2,0
4458,Centro,1,32,1,2950,1,0,0,0,4,10,21,12,500,0,1,0,2,1
4459,Centro,1,34,2,2950,1,0,5,1,4,4,178,80,202,2,1,1,4,1
4460,Centro,2,34,1,2950,1,7,7,2,4,9,182,56,829,0,1,0,3,0
4461,Norte,1,32,2,2950,1,2,3,6,4,14,116,80,500,0,1,0,4,1
4462,Centro,2,32,1,2950,1,6,3,0,4,10,56,14,500,0,1,0,3,1
4463,Centro,1,31,2,2950,1,3,2,1,2,12,85,0,132,0,1,0,2,0
4464,Sur,1,33,2,808,1,2,3,0,4,7,156,38,162,0,1,1,3,0
4465,Centro,1,33,2,2950,1,0,1,1,4,10,64,56,135,0,1,0,2,1
4466,Centro,1,35,2,2950,1,3,1,0,2,14,20,8,470,0,1,0,2,1
4467,Centro,1,30,2,2950,1,0,0,5,4,4,185,46,95,4,1,1,3,0
4468,Centro,2,33,1,2422,1,1,6,1,4,10,186,6,89,0,0,0,2,0
4469,Centro,1,34,1,627,1,0,1,0,4,10,103,16,254,1,0,1,5,1
4470,Centro,1,35,1,2422,1,7,4,1,1,16,170,134,500,4,0,1,3,0
4471,Sur,1,34,2,2422,1,6,1,0,2,11,84,74,500,0,0,0,1,0
4472,Sur,1,32,1,2422,0,9,7,3,2,14,328,12,438,3,0,1,4,0
4474,Centro,2,30,2,2422,1,7,0,1,4,10,199,472,500,0,0,1,4,1
